2000,8.762526,1, 0, 
2000,4.504259,2, 0, 
2000,4.164920,4, 0, 
2000,4.500862,8, 0, 
2000,4.645354,16, 0, 
2000,4.966307,32, 0, 
2000,5.325696,64, 0, 
2000,5.840752,128, 0, 
