1000,0.147124,249562, 0, 
100,0.089073,2523, 0, 
10,0.086388,24, 0, 
2000,0.142725,1000399, 0, 
3000,0.257830,2250315, 0, 
4000,0.452100,4001886, 0, 
5000,0.782996,6250107, 0, 
500,0.088358,62490, 0, 
6000,1.250231,9002188, 0, 
1000,33.079853,249562, 1, 
100,0.122517,2523, 1, 
10,0.091994,24, 1, 
