1000,0.158771,249562, 0, 
100,0.095166,2523, 0, 
10,0.086176,24, 0, 
250,0.093085,15594, 0, 
5000,0.771726,6250107, 0, 
500,0.086159,62490, 0, 
50,0.093446,658, 0, 
750,0.091532,140728, 0, 
1000,33.176091,249562, 1, 
100,0.122287,2523, 1, 
10,0.087390,24, 1, 
250,0.603177,15594, 1, 
500,4.347359,62490, 1, 
50,0.089480,658, 1, 
750,14.433135,140728, 1, 
